full_name,ticker,date,open,high,low,close,average_price,volume
Nikkei225_CFD,IBJP225,2020-02-18 08:00:00,23410.27,23412.77,23292.785,23317.79,23352.7775,0
Nikkei225_CFD,IBJP225,2020-02-18 09:00:00,23317.79,23332.805,23233.295,23277.78,23283.05,0
Nikkei225_CFD,IBJP225,2020-02-18 10:00:00,23277.78,23292.78,23135.79,23152.75,23214.285,0
Nikkei225_CFD,IBJP225,2020-02-18 11:00:00,23152.75,23207.76,23140.25,23157.75,23174.004999999997,0
Nikkei225_CFD,IBJP225,2020-02-18 12:00:00,23157.75,23200.26,23133.305,23197.76,23166.7825,0
Nikkei225_CFD,IBJP225,2020-02-18 13:00:00,23197.76,23207.79,23162.775,23187.92,23185.2825,0
Nikkei225_CFD,IBJP225,2020-02-18 14:00:00,23187.92,23202.93,23177.915,23202.92,23190.4225,0
Nikkei225_CFD,IBJP225,2020-02-19 08:00:00,23325.23,23357.745,23270.23,23292.73,23313.9875,0
Nikkei225_CFD,IBJP225,2020-02-19 09:00:00,23292.73,23325.235,23237.72,23322.73,23281.4775,0
Nikkei225_CFD,IBJP225,2020-02-19 10:00:00,23322.73,23392.75,23322.73,23352.74,23357.739999999998,0
Nikkei225_CFD,IBJP225,2020-02-19 11:00:00,23352.74,23430.26,23347.74,23422.75,23389.0,0
Nikkei225_CFD,IBJP225,2020-02-19 12:00:00,23422.75,23467.76,23402.74,23402.74,23435.25,0
Nikkei225_CFD,IBJP225,2020-02-19 13:00:00,23402.74,23442.76,23402.74,23402.76,23422.75,0
Nikkei225_CFD,IBJP225,2020-02-19 14:00:00,23402.76,23412.77,23392.755,23392.76,23402.7625,0
Nikkei225_CFD,IBJP225,2020-02-20 08:00:00,23675.1,23809.915,23675.095,23777.41,23742.505,0
Nikkei225_CFD,IBJP225,2020-02-20 09:00:00,23777.41,23777.415,23667.4,23672.4,23722.4075,0
Nikkei225_CFD,IBJP225,2020-02-20 10:00:00,23672.4,23697.405,23507.365,23577.38,23602.385000000002,0
Nikkei225_CFD,IBJP225,2020-02-20 11:00:00,23577.38,23622.395,23430.585,23437.35,23526.489999999998,0
Nikkei225_CFD,IBJP225,2020-02-20 12:00:00,23437.35,23512.37,23430.585,23492.35,23471.4775,0
Nikkei225_CFD,IBJP225,2020-02-20 13:00:00,23492.35,23532.37,23447.345,23484.86,23489.8575,0
Nikkei225_CFD,IBJP225,2020-02-20 14:00:00,23484.86,23522.37,23484.855,23522.37,23503.6125,0
Nikkei225_CFD,IBJP225,2020-02-21 08:00:00,23409.63,23589.61,23407.13,23507.09,23498.370000000003,0
Nikkei225_CFD,IBJP225,2020-02-21 09:00:00,23507.09,23522.09,23432.955,23472.06,23477.5225,0
Nikkei225_CFD,IBJP225,2020-02-21 10:00:00,23472.06,23477.065,23402.05,23442.06,23439.5575,0
Nikkei225_CFD,IBJP225,2020-02-21 11:00:00,23442.06,23489.575,23437.06,23477.07,23463.3175,0
Nikkei225_CFD,IBJP225,2020-02-21 12:00:00,23477.07,23482.085,23437.07,23447.08,23459.5775,0
Nikkei225_CFD,IBJP225,2020-02-21 13:00:00,23447.08,23472.09,23380.45,23382.95,23426.27,0
Nikkei225_CFD,IBJP225,2020-02-21 14:00:00,23382.95,23397.085,23352.07,23352.07,23374.5775,0
Nikkei225_CFD,IBJP225,2020-02-25 08:00:00,22373.59,22661.0,22308.58,22631.0,22484.79,0
Nikkei225_CFD,IBJP225,2020-02-25 09:00:00,22631.0,22726.01,22606.0,22681.0,22666.004999999997,0
Nikkei225_CFD,IBJP225,2020-02-25 10:00:00,22681.0,22746.02,22606.0,22611.0,22676.010000000002,0
Nikkei225_CFD,IBJP225,2020-02-25 11:00:00,22611.0,22656.01,22565.99,22641.0,22611.0,0
Nikkei225_CFD,IBJP225,2020-02-25 12:00:00,22641.0,22646.0,22560.98,22615.97,22603.489999999998,0
Nikkei225_CFD,IBJP225,2020-02-25 13:00:00,22615.97,22665.985,22590.97,22608.47,22628.4775,0
Nikkei225_CFD,IBJP225,2020-02-25 14:00:00,22608.47,22652.645,22580.97,22642.64,22616.807500000003,0
Nikkei225_CFD,IBJP225,2020-02-26 08:00:00,22334.78,22422.42,22262.39,22262.39,22342.405,0
