full_name,ticker,date,open,high,low,close,average_price,volume
SGDJPY,SGDJPY,2020-03-19 05:15:00,74.6375,74.8805,74.6375,74.8435,74.759,0
SGDJPY,SGDJPY,2020-03-19 06:00:00,74.8435,75.081,74.77,75.014,74.9255,0
SGDJPY,SGDJPY,2020-03-19 07:00:00,75.014,75.338,74.8765,75.2935,75.10725,0
SGDJPY,SGDJPY,2020-03-19 08:00:00,75.2935,75.406,74.9045,75.2285,75.15525,0
SGDJPY,SGDJPY,2020-03-19 09:00:00,75.2285,75.4435,74.991,75.0525,75.21725,0
SGDJPY,SGDJPY,2020-03-19 10:00:00,75.0525,75.538,75.0085,75.128,75.27324999999999,0
SGDJPY,SGDJPY,2020-03-19 11:00:00,75.128,75.521,75.0025,75.248,75.26175,0
SGDJPY,SGDJPY,2020-03-19 12:00:00,75.248,75.3825,74.9515,75.028,75.167,0
SGDJPY,SGDJPY,2020-03-19 13:00:00,75.028,75.03,74.8025,74.845,74.91624999999999,0
SGDJPY,SGDJPY,2020-03-19 14:00:00,74.845,75.264,74.8155,75.0365,75.03975,0
SGDJPY,SGDJPY,2020-03-19 15:00:00,75.0365,75.3565,74.932,75.232,75.14425,0
SGDJPY,SGDJPY,2020-03-19 16:00:00,75.232,75.377,75.132,75.201,75.25450000000001,0
SGDJPY,SGDJPY,2020-03-19 17:00:00,75.201,75.3685,75.1105,75.314,75.23949999999999,0
SGDJPY,SGDJPY,2020-03-19 18:00:00,75.314,75.4395,75.1955,75.401,75.3175,0
SGDJPY,SGDJPY,2020-03-19 19:00:00,75.401,75.5985,75.3285,75.5345,75.46350000000001,0
SGDJPY,SGDJPY,2020-03-19 20:00:00,75.5345,75.7295,75.301,75.6335,75.51525000000001,0
SGDJPY,SGDJPY,2020-03-19 21:00:00,75.6335,76.07,75.556,76.044,75.81299999999999,0
SGDJPY,SGDJPY,2020-03-19 22:00:00,76.044,76.28,75.835,75.9165,76.0575,0
SGDJPY,SGDJPY,2020-03-19 23:00:00,75.9165,76.085,75.8055,75.9295,75.94524999999999,0
SGDJPY,SGDJPY,2020-03-20 00:00:00,75.9295,76.193,75.8635,76.1395,76.02825,0
SGDJPY,SGDJPY,2020-03-20 01:00:00,76.1395,76.201,75.9845,76.1675,76.09275,0
SGDJPY,SGDJPY,2020-03-20 02:00:00,76.1675,76.379,76.106,76.261,76.2425,0
SGDJPY,SGDJPY,2020-03-20 03:00:00,76.261,76.3915,76.187,76.244,76.28925,0
SGDJPY,SGDJPY,2020-03-20 04:00:00,76.244,76.2945,76.027,76.256,76.16075000000001,0
SGDJPY,SGDJPY,2020-03-20 05:15:00,76.3475,76.563,76.2355,76.501,76.39925,0
SGDJPY,SGDJPY,2020-03-20 06:00:00,76.501,76.566,76.222,76.3065,76.394,0
