full_name,ticker,date,open,high,low,close,average_price,volume
EURCHF,EURCHF,2005-03-09,1.5518,1.5541,1.54985,1.55065,1.551975,0
EURCHF,EURCHF,2005-03-10,1.55075,1.5517,1.5474,1.54855,1.54955,0
EURCHF,EURCHF,2005-03-11,1.54865,1.5513,1.5477,1.54795,1.5495,0
EURCHF,EURCHF,2005-03-13,1.54805,1.549,1.54775,1.54865,1.548375,0
EURCHF,EURCHF,2005-03-14,1.54855,1.5524,1.54805,1.54965,1.550225,0
EURCHF,EURCHF,2005-03-15,1.54955,1.5525,1.54925,1.55055,1.550875,0
EURCHF,EURCHF,2005-03-16,1.55065,1.551,1.5451,1.54665,1.54805,0
EURCHF,EURCHF,2005-03-17,1.54655,1.54895,1.544,1.54785,1.546475,0
EURCHF,EURCHF,2005-03-18,1.54775,1.5519,1.547,1.55075,1.54945,0
EURCHF,EURCHF,2005-03-20,1.55035,1.55065,1.54935,1.54945,1.55,0
EURCHF,EURCHF,2005-03-21,1.54955,1.5534,1.54875,1.55155,1.551075,0
EURCHF,EURCHF,2005-03-22,1.55145,1.5578,1.55105,1.55495,1.5544250000000002,0
EURCHF,EURCHF,2005-03-23,1.55505,1.5568,1.5531,1.55365,1.5549499999999998,0
EURCHF,EURCHF,2005-03-24,1.55355,1.55555,1.5522,1.55505,1.5538750000000001,0
EURCHF,EURCHF,2005-03-25,1.55495,1.55505,1.5516,1.5516,1.553325,0
EURCHF,EURCHF,2005-03-27,1.55475,1.55575,1.5534,1.55505,1.5545749999999998,0
EURCHF,EURCHF,2005-03-28,1.55515,1.5557,1.55105,1.5516,1.553375,0
EURCHF,EURCHF,2005-03-29,1.5515,1.555,1.5513,1.55245,1.55315,0
EURCHF,EURCHF,2005-03-30,1.55235,1.553,1.548,1.54915,1.5505,0
EURCHF,EURCHF,2005-03-31,1.54905,1.55235,1.548,1.55205,1.5501749999999999,0
EURCHF,EURCHF,2005-04-01,1.55195,1.555,1.5505,1.5529,1.55275,0
EURCHF,EURCHF,2005-04-03,1.55285,1.55385,1.55255,1.55335,1.5532,0
EURCHF,EURCHF,2005-04-04,1.55325,1.5551,1.552,1.55315,1.55355,0
EURCHF,EURCHF,2005-04-05,1.55305,1.5552,1.5502,1.55095,1.5527,0
EURCHF,EURCHF,2005-04-06,1.55105,1.5523,1.54915,1.55175,1.550725,0
EURCHF,EURCHF,2005-04-07,1.55185,1.55325,1.5483,1.55265,1.550775,0
EURCHF,EURCHF,2005-04-08,1.5527,1.5528,1.547,1.54865,1.5499,0
EURCHF,EURCHF,2005-04-10,1.54765,1.54895,1.54745,1.54875,1.5482,0
EURCHF,EURCHF,2005-04-11,1.54865,1.5499,1.5466,1.54805,1.54825,0
EURCHF,EURCHF,2005-04-12,1.54815,1.5513,1.54725,1.54775,1.549275,0
EURCHF,EURCHF,2005-04-13,1.548,1.5524,1.5474,1.55055,1.5499,0
EURCHF,EURCHF,2005-04-14,1.55065,1.5574,1.55055,1.55475,1.5539749999999999,0
EURCHF,EURCHF,2005-04-15,1.55465,1.55535,1.55055,1.55065,1.55295,0
EURCHF,EURCHF,2005-04-17,1.55065,1.55105,1.55005,1.55045,1.5505499999999999,0
EURCHF,EURCHF,2005-04-18,1.55035,1.5505,1.545,1.5475,1.54775,0
EURCHF,EURCHF,2005-04-19,1.54745,1.54785,1.54195,1.54295,1.5449,0
EURCHF,EURCHF,2005-04-20,1.54285,1.5452,1.53885,1.54085,1.542025,0
EURCHF,EURCHF,2005-04-21,1.54075,1.5449,1.54055,1.54355,1.542725,0
EURCHF,EURCHF,2005-04-22,1.54355,1.5458,1.5424,1.54305,1.5441,0
EURCHF,EURCHF,2005-04-24,1.54295,1.54485,1.54235,1.54385,1.5436,0
EURCHF,EURCHF,2005-04-25,1.54375,1.54485,1.5428,1.54395,1.543825,0
EURCHF,EURCHF,2005-04-26,1.54425,1.54445,1.54095,1.54125,1.5427,0
EURCHF,EURCHF,2005-04-27,1.54115,1.5442,1.5397,1.54125,1.54195,0
EURCHF,EURCHF,2005-04-28,1.54115,1.5418,1.53765,1.53785,1.539725,0
EURCHF,EURCHF,2005-04-29,1.53775,1.54035,1.5355,1.53845,1.537925,0
EURCHF,EURCHF,2005-05-01,1.53855,1.53995,1.53815,1.5383,1.53905,0
EURCHF,EURCHF,2005-05-02,1.5382,1.542,1.538,1.54165,1.54,0
EURCHF,EURCHF,2005-05-03,1.54155,1.5442,1.5402,1.54145,1.5422,0
EURCHF,EURCHF,2005-05-04,1.54165,1.5439,1.5404,1.54285,1.54215,0
EURCHF,EURCHF,2005-05-05,1.54275,1.5486,1.54265,1.54645,1.545625,0
EURCHF,EURCHF,2005-05-06,1.5463,1.55,1.54585,1.54705,1.547925,0
EURCHF,EURCHF,2005-05-08,1.54735,1.54785,1.54655,1.54705,1.5472000000000001,0
EURCHF,EURCHF,2005-05-09,1.54695,1.54895,1.5462,1.54825,1.5475750000000001,0
EURCHF,EURCHF,2005-05-10,1.54835,1.54855,1.5454,1.54605,1.5469750000000002,0
EURCHF,EURCHF,2005-05-11,1.54595,1.5468,1.5434,1.54465,1.5451000000000001,0
